      Type       |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001366 | 3C20EB27 | ------- 440D38B7-E016-49EA-9769-317EF908835D
 Section         | DXE dependency        |   N/A    | 0000003A | 60C454EE | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001304 | 3A4C18B1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001842 | 2080DA74 | ------- 67820532-7613-4DD3-9ED7-3D9BE3A7DA63
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001804 | 363BBACC | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000D52 | 0411FE9D | ------- 4DF53F89-D421-4F9D-8392-BE3BECC6288E
 Section         | DXE dependency        |   N/A    | 00000028 | B60F946D | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000D04 | 47E49FF6 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000826E | A5D3B693 | ------- A5A6C69C-B50F-4157-801C-4ED786A55370
 Section         | DXE dependency        |   N/A    | 00000144 | B21F70C1 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00008104 | 1F4FB3B6 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 000097BA | F71303CA | ------- 9FB8AC55-D266-4F86-AC43-BF2BA74F5A7A
 Section         | DXE dependency        |   N/A    | 0000018E | E589381A | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00009604 | B90A6173 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001252 | E920FF4C | ------- 8624F36D-6DE0-44C3-8322-74AD419D3A90
 Section         | DXE dependency        |   N/A    | 00000028 | 0EDFE281 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001204 | 42319659 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003766 | 8CEC7A04 | ------- 4BCB4D93-46D2-94EF-BB82-5C8671B24D26
 Section         | DXE dependency        |   N/A    | 0000003A | 71133BDF | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00003704 | 484C82B8 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00000D8A | 6F2C617C | ------- E5E3C886-25FA-4C0C-B390-DCA2889A3B21
 Section         | DXE dependency        |   N/A    | 0000005E | 9E9B4732 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00000D04 | FA2A8DA2 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 000162AE | 408FB2E1 | ------- B040C9F7-5F6A-4B67-A7E5-4EAD9412F920
 Section         | DXE dependency        |   N/A    | 00000082 | 254B8BF2 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00016204 | 04318ACB | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00015EAE | 43EF6E91 | ------- 1CEBDD17-1325-42BB-8A7A-22857CF10A5E
 Section         | DXE dependency        |   N/A    | 00000082 | D2835ECC | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00015E04 | A5CB083C | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002C42 | ABF871B1 | ------- D432C4A5-D473-4067-9CF7-02CE92A3CBFD
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002C04 | 40181F31 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001552 | 96957353 | ------- B304F34D-B27B-452C-8931-CF60A2F0D268
 Section         | DXE dependency        |   N/A    | 00000028 | 886811EA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001504 | 87273D09 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001576 | B5520A37 | ------- 34891F9C-54DA-44EA-8313-CAB8AAB1BD0C
 Section         | DXE dependency        |   N/A    | 0000004C | 2DC7C4AA | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001504 | B6707115 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000C49A | 9017E757 | ------- BC6102DD-3CC7-4B86-9A2C-4E125CABDF3A
 Section         | DXE dependency        |   N/A    | 00000070 | BE870690 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C404 | F53075C9 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000C89A | D5BDB17B | ------- 4735EC40-F0B8-4102-A4C1-2E83B6B0C0BD
 Section         | DXE dependency        |   N/A    | 00000070 | 9455305C | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000C804 | A03E18D3 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001452 | C3AC0705 | ------- EA7BF2CC-F154-4CC4-A725-6382C701FBFE
 Section         | DXE dependency        |   N/A    | 00000028 | F2EA553B | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001404 | 7390DC16 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001252 | 8B829049 | ------- 95DE95F8-A215-48C3-814A-40F07B925D24
 Section         | DXE dependency        |   N/A    | 00000028 | BF4D4330 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001204 | 1853875E | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00003BBE | 96F737F5 | ------- 578F70A0-066D-11ED-B939-0242AC120002
 Section         | DXE dependency        |   N/A    | 0000005E | 9FA758BD | -------- DXE dependency section
 Section         | Raw                   |   N/A    | 00000034 | 31742AC1 | -------- Raw section
 Section         | PE32 image            |   N/A    | 00003B04 | AE4CE7C3 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001476 | 81ADC6A2 | ------- 9A83BECB-9354-482C-A316-E2ADE07D1ABC
 Section         | DXE dependency        |   N/A    | 0000004C | F88975C9 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001404 | 542FDDA9 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001042 | 771BF9F1 | ------- 8E4318C2-599A-435B-BC14-D9C9FA4172CE
 Section         | DXE dependency        |   N/A    | 00000016 | 1C339288 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001004 | 1AB236F3 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 000046BE | 918BC707 | ------- AA69724F-11C0-4B04-A860-2E8E196B03CA
 Section         | DXE dependency        |   N/A    | 0000005E | 70BF2334 | -------- DXE dependency section
 Section         | Raw                   |   N/A    | 00000034 | B75AAE9D | -------- Raw section
 Section         | PE32 image            |   N/A    | 00004604 | 11313990 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000188A | 7E8B3F07 | ------- 3D49F3EA-AD1B-4866-8459-E5B58CA410D3
 Section         | DXE dependency        |   N/A    | 0000005E | A6CAFBFD | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00001804 | CE28E208 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000EF9A | 4F04D334 | ------- 0BF06027-29A4-447D-8FA4-D8A289F1DDDC
 Section         | DXE dependency        |   N/A    | 00000070 | 64780352 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 0000EF04 | 8763921F | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0001699A | B61AADA3 | ------- 88015920-2B9B-4B2E-840C-AD76BC6C3ABF
 Section         | DXE dependency        |   N/A    | 00000070 | DA0EB30F | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00016904 | F03E5F1B | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0000999A | F5997D16 | ------- E89C977A-4547-4FBB-8E64-E1BE3CE39B34
 Section         | DXE dependency        |   N/A    | 00000070 | 1EBA7E97 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00009904 | A11E45C1 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 0001729A | BD1304C7 | ------- CC17F218-E492-45A2-A1A4-16DBB1BB11C5
 Section         | DXE dependency        |   N/A    | 00000070 | 9A1306F0 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00017204 | 56D52E21 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00002442 | 79AFF200 | ------- 5466B9AA-EE2F-4FDB-84A3-A330BE1301FF
 Section         | DXE dependency        |   N/A    | 00000016 | 2C57F18D | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00002404 | 01035B50 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00008D9A | CF7D158A | ------- 654CE064-776B-4759-98F5-AB0EDF692D0E
 Section         | DXE dependency        |   N/A    | 00000070 | A8B63F62 | -------- DXE dependency section
 Section         | PE32 image            |   N/A    | 00008D04 | AF854212 | -------- PE32 image section
 Section         | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File            | DXE driver            |   N/A    | 00001A52 | 13453A18 | ------- 023B3AA9-098F-4027-B83F-B6407DA06569
 Section         | DXE dependency        |   N/A    | 00000028 | 84BC8F4F | -------- DXE dependency section
